Internal ID,NAICS Code ID,Primary Name,NAICS Sector,NAICS Sub Sector,GICS Sector,GICS Industry Group,GICS Sub Industry,Supply Chain Tier,Contagion Score,material_id,material_name,hs_code,market_ticker,origin_country_1,o1_market_share,origin_country_2,o2_market_share,origin_country_3,o3_market_share,refining_country_1,r1_market_share,refining_country_2,r2_market_share,refining_country_3,r3_market_share,primary_transit_vehicle,cost_weight_metric,substitute_material_id,substitutability_index,search_tags
PC_333131,333131,Mining Machinery and Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,4.0,MAT_COP_01,Copper,740311,COMEX: HG,Chile,24%,Peru,10%,China,9%,China,42%,Chile,10%,Japan,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333132,333132,Oil and Gas Field Machinery and Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,3.9,MAT_CRD_01,Crude Oil,270900,NYMEX: CL,USA,20%,Saudi Arabia,12%,Russia,11%,USA,20%,China,18%,India,7%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333132,333132,Oil and Gas Field Machinery and Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,3.9,MAT_NGS_01,Natural Gas,271121,NYMEX: NG,USA,24%,Russia,17%,Iran,6%,USA,24%,Russia,17%,Qatar,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333132,333132,Oil and Gas Field Machinery and Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,3.9,MAT_PLT_01,Platinum,711011,NYMEX: PL,South Africa,70%,Russia,10%,Zimbabwe,8%,South Africa,70%,UK,10%,Russia,10%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333132,333132,Oil and Gas Field Machinery and Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,3.9,MAT_STL_01,Steel,720839,CME: HRC,China,54%,India,6%,Japan,5%,China,54%,India,6%,Japan,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333132,333132,Oil and Gas Field Machinery and Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,3.9,MAT_ALU_01,Aluminum,760120,LME: ALI,China,59%,India,6%,Russia,5%,China,59%,India,6%,Russia,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333132,333132,Oil and Gas Field Machinery and Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,3.9,MAT_COP_01,Copper,740311,COMEX: HG,Chile,24%,Peru,10%,China,9%,China,42%,Chile,10%,Japan,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333241,333241,Food Product Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,2.1,MAT_STL_01,Steel,720839,CME: HRC,China,54%,India,6%,Japan,5%,China,54%,India,6%,Japan,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333241,333241,Food Product Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,2.1,MAT_ALU_01,Aluminum,760120,LME: ALI,China,59%,India,6%,Russia,5%,China,59%,India,6%,Russia,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333241,333241,Food Product Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,2.1,MAT_COP_01,Copper,740311,COMEX: HG,Chile,24%,Peru,10%,China,9%,China,42%,Chile,10%,Japan,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333242,333242,Semiconductor Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,3,3.3,MAT_SIL_01,Polysilicon,280461,Unlisted,China,80%,USA,6%,Germany,5%,China,80%,USA,6%,Taiwan,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333242,333242,Semiconductor Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,3,3.3,MAT_GAL_01,Gallium,811292,Unlisted,China,98%,Russia,1%,Japan,1%,China,98%,USA,1%,Japan,1%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333242,333242,Semiconductor Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,3,3.3,MAT_GER_01,Germanium,811292,Unlisted,China,60%,Russia,10%,USA,5%,China,60%,USA,10%,Canada,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333242,333242,Semiconductor Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,3,3.3,MAT_TAN_01,Tantalum,810320,Unlisted,Congo (DRC),40%,Rwanda,20%,Brazil,15%,China,30%,USA,25%,Germany,15%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333242,333242,Semiconductor Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,3,3.3,MAT_STL_01,Steel,720839,CME: HRC,China,54%,India,6%,Japan,5%,China,54%,India,6%,Japan,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333242,333242,Semiconductor Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,3,3.3,MAT_ALU_01,Aluminum,760120,LME: ALI,China,59%,India,6%,Russia,5%,China,59%,India,6%,Russia,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333242,333242,Semiconductor Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,3,3.3,MAT_COP_01,Copper,740311,COMEX: HG,Chile,24%,Peru,10%,China,9%,China,42%,Chile,10%,Japan,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333243,333243,"Sawmill, Woodworking, and Paper Machinery Manufacturing ",Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,4.7,MAT_STL_01,Steel,720839,CME: HRC,China,54%,India,6%,Japan,5%,China,54%,India,6%,Japan,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333243,333243,"Sawmill, Woodworking, and Paper Machinery Manufacturing ",Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,4.7,MAT_ALU_01,Aluminum,760120,LME: ALI,China,59%,India,6%,Russia,5%,China,59%,India,6%,Russia,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333243,333243,"Sawmill, Woodworking, and Paper Machinery Manufacturing ",Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,4.7,MAT_COP_01,Copper,740311,COMEX: HG,Chile,24%,Peru,10%,China,9%,China,42%,Chile,10%,Japan,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333248,333248,All Other Industrial Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,3.2,MAT_STL_01,Steel,720839,CME: HRC,China,54%,India,6%,Japan,5%,China,54%,India,6%,Japan,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333248,333248,All Other Industrial Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,3.2,MAT_ALU_01,Aluminum,760120,LME: ALI,China,59%,India,6%,Russia,5%,China,59%,India,6%,Russia,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333248,333248,All Other Industrial Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,3.2,MAT_COP_01,Copper,740311,COMEX: HG,Chile,24%,Peru,10%,China,9%,China,42%,Chile,10%,Japan,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_33331,33331,Commercial and Service Industry Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,4.0,MAT_STL_01,Steel,720839,CME: HRC,China,54%,India,6%,Japan,5%,China,54%,India,6%,Japan,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_33331,33331,Commercial and Service Industry Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,4.0,MAT_ALU_01,Aluminum,760120,LME: ALI,China,59%,India,6%,Russia,5%,China,59%,India,6%,Russia,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_33331,33331,Commercial and Service Industry Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,4.0,MAT_COP_01,Copper,740311,COMEX: HG,Chile,24%,Peru,10%,China,9%,China,42%,Chile,10%,Japan,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333413,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,3.0,MAT_STL_01,Steel,720839,CME: HRC,China,54%,India,6%,Japan,5%,China,54%,India,6%,Japan,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333413,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,3.0,MAT_ALU_01,Aluminum,760120,LME: ALI,China,59%,India,6%,Russia,5%,China,59%,India,6%,Russia,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333413,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,3.0,MAT_COP_01,Copper,740311,COMEX: HG,Chile,24%,Peru,10%,China,9%,China,42%,Chile,10%,Japan,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333414,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,4.2,MAT_STL_01,Steel,720839,CME: HRC,China,54%,India,6%,Japan,5%,China,54%,India,6%,Japan,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333414,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,4.2,MAT_ALU_01,Aluminum,760120,LME: ALI,China,59%,India,6%,Russia,5%,China,59%,India,6%,Russia,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333414,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,4.2,MAT_COP_01,Copper,740311,COMEX: HG,Chile,24%,Peru,10%,China,9%,China,42%,Chile,10%,Japan,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333415,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,3.8,MAT_STL_01,Steel,720839,CME: HRC,China,54%,India,6%,Japan,5%,China,54%,India,6%,Japan,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333415,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,3.8,MAT_ALU_01,Aluminum,760120,LME: ALI,China,59%,India,6%,Russia,5%,China,59%,India,6%,Russia,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333415,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,3.8,MAT_COP_01,Copper,740311,COMEX: HG,Chile,24%,Peru,10%,China,9%,China,42%,Chile,10%,Japan,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333511,333511,Industrial Mold Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,2.4,MAT_STL_01,Steel,720839,CME: HRC,China,54%,India,6%,Japan,5%,China,54%,India,6%,Japan,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333511,333511,Industrial Mold Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,2.4,MAT_ALU_01,Aluminum,760120,LME: ALI,China,59%,India,6%,Russia,5%,China,59%,India,6%,Russia,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333511,333511,Industrial Mold Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,2.4,MAT_COP_01,Copper,740311,COMEX: HG,Chile,24%,Peru,10%,China,9%,China,42%,Chile,10%,Japan,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333514,333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing ",Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,4.3,MAT_STL_01,Steel,720839,CME: HRC,China,54%,India,6%,Japan,5%,China,54%,India,6%,Japan,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333514,333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing ",Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,4.3,MAT_ALU_01,Aluminum,760120,LME: ALI,China,59%,India,6%,Russia,5%,China,59%,India,6%,Russia,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333514,333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing ",Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,4.3,MAT_COP_01,Copper,740311,COMEX: HG,Chile,24%,Peru,10%,China,9%,China,42%,Chile,10%,Japan,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333515,333515,Cutting Tool and Machine Tool Accessory Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,4.9,MAT_STL_01,Steel,720839,CME: HRC,China,54%,India,6%,Japan,5%,China,54%,India,6%,Japan,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333515,333515,Cutting Tool and Machine Tool Accessory Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,4.9,MAT_ALU_01,Aluminum,760120,LME: ALI,China,59%,India,6%,Russia,5%,China,59%,India,6%,Russia,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333515,333515,Cutting Tool and Machine Tool Accessory Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,4.9,MAT_COP_01,Copper,740311,COMEX: HG,Chile,24%,Peru,10%,China,9%,China,42%,Chile,10%,Japan,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333517,333517,Machine Tool Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,2.5,MAT_STL_01,Steel,720839,CME: HRC,China,54%,India,6%,Japan,5%,China,54%,India,6%,Japan,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333517,333517,Machine Tool Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,2.5,MAT_ALU_01,Aluminum,760120,LME: ALI,China,59%,India,6%,Russia,5%,China,59%,India,6%,Russia,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333517,333517,Machine Tool Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,2.5,MAT_COP_01,Copper,740311,COMEX: HG,Chile,24%,Peru,10%,China,9%,China,42%,Chile,10%,Japan,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333519,333519,Rolling Mill and Other Metalworking Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,4.2,MAT_STL_01,Steel,720839,CME: HRC,China,54%,India,6%,Japan,5%,China,54%,India,6%,Japan,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333519,333519,Rolling Mill and Other Metalworking Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,4.2,MAT_ALU_01,Aluminum,760120,LME: ALI,China,59%,India,6%,Russia,5%,China,59%,India,6%,Russia,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333519,333519,Rolling Mill and Other Metalworking Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,4.2,MAT_COP_01,Copper,740311,COMEX: HG,Chile,24%,Peru,10%,China,9%,China,42%,Chile,10%,Japan,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333611,333611,Turbine and Turbine Generator Set Units Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,2.5,MAT_STL_01,Steel,720839,CME: HRC,China,54%,India,6%,Japan,5%,China,54%,India,6%,Japan,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333611,333611,Turbine and Turbine Generator Set Units Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,2.5,MAT_ALU_01,Aluminum,760120,LME: ALI,China,59%,India,6%,Russia,5%,China,59%,India,6%,Russia,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333611,333611,Turbine and Turbine Generator Set Units Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,2.5,MAT_COP_01,Copper,740311,COMEX: HG,Chile,24%,Peru,10%,China,9%,China,42%,Chile,10%,Japan,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333612,333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing ",Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,3.5,MAT_STL_01,Steel,720839,CME: HRC,China,54%,India,6%,Japan,5%,China,54%,India,6%,Japan,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333612,333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing ",Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,3.5,MAT_ALU_01,Aluminum,760120,LME: ALI,China,59%,India,6%,Russia,5%,China,59%,India,6%,Russia,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333612,333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing ",Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,3.5,MAT_COP_01,Copper,740311,COMEX: HG,Chile,24%,Peru,10%,China,9%,China,42%,Chile,10%,Japan,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333613,333613,Mechanical Power Transmission Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,3.8,MAT_STL_01,Steel,720839,CME: HRC,China,54%,India,6%,Japan,5%,China,54%,India,6%,Japan,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333613,333613,Mechanical Power Transmission Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,3.8,MAT_ALU_01,Aluminum,760120,LME: ALI,China,59%,India,6%,Russia,5%,China,59%,India,6%,Russia,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333613,333613,Mechanical Power Transmission Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,3.8,MAT_COP_01,Copper,740311,COMEX: HG,Chile,24%,Peru,10%,China,9%,China,42%,Chile,10%,Japan,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333618,333618,Other Engine Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,2.8,MAT_STL_01,Steel,720839,CME: HRC,China,54%,India,6%,Japan,5%,China,54%,India,6%,Japan,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333618,333618,Other Engine Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,2.8,MAT_ALU_01,Aluminum,760120,LME: ALI,China,59%,India,6%,Russia,5%,China,59%,India,6%,Russia,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333618,333618,Other Engine Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,2.8,MAT_COP_01,Copper,740311,COMEX: HG,Chile,24%,Peru,10%,China,9%,China,42%,Chile,10%,Japan,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333912,333912,Air and Gas Compressor Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,4.8,MAT_STL_01,Steel,720839,CME: HRC,China,54%,India,6%,Japan,5%,China,54%,India,6%,Japan,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333912,333912,Air and Gas Compressor Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,4.8,MAT_ALU_01,Aluminum,760120,LME: ALI,China,59%,India,6%,Russia,5%,China,59%,India,6%,Russia,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333912,333912,Air and Gas Compressor Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,4.8,MAT_COP_01,Copper,740311,COMEX: HG,Chile,24%,Peru,10%,China,9%,China,42%,Chile,10%,Japan,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333914,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing ",Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,8.2,MAT_STL_01,Steel,720839,CME: HRC,China,54%,India,6%,Japan,5%,China,54%,India,6%,Japan,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333914,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing ",Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,8.2,MAT_ALU_01,Aluminum,760120,LME: ALI,China,59%,India,6%,Russia,5%,China,59%,India,6%,Russia,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333914,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing ",Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,8.2,MAT_COP_01,Copper,740311,COMEX: HG,Chile,24%,Peru,10%,China,9%,China,42%,Chile,10%,Japan,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333921,333921,Elevator and Moving Stairway Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,3.9,MAT_STL_01,Steel,720839,CME: HRC,China,54%,India,6%,Japan,5%,China,54%,India,6%,Japan,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333921,333921,Elevator and Moving Stairway Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,3.9,MAT_ALU_01,Aluminum,760120,LME: ALI,China,59%,India,6%,Russia,5%,China,59%,India,6%,Russia,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333921,333921,Elevator and Moving Stairway Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,3.9,MAT_COP_01,Copper,740311,COMEX: HG,Chile,24%,Peru,10%,China,9%,China,42%,Chile,10%,Japan,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_333922,333922,Conveyor and Conveying Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,Industrials,Capital Goods,Industrial Machinery,2,4.3,MAT_STL_01,Steel,720839,CME: HRC,China,54%,India,6%,Japan,5%,China,54%,India,6%,Japan,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
